road,place,latitude,longitude,clusterid
Rue Darboy,Paris,48.869315,2.373576,3954
Av. de la Grande Armée,Paris,48.874744,2.291333,3955
Av. de la Grande Armée,Paris,48.875127,2.291728,3956
Rue Anatole de la Forge,Paris,48.875417,2.291497,3957
Rue des Acacias,Paris,48.876993,2.292025,3958
Kamiyamacho,Tokyo,35.664743,139.694504,3959
Roppongi,Tokyo,35.666511,139.738838,3960
Lungomare Giuseppe di Vittorio,Rimini ,44.048491,12.602753,3961
Viale Altiero Spinelli,Rome,41.910232,12.533108,3962
Via Marziale,Rome,41.912387,12.442713,3963
"Largo Giorgio Maccagno
",Rome,41.916229,12.438739,3964
"Via Eutropio
",Rome,41.912818,12.437131,3965
Avenidas Novas,Lisbon,38.726967,-9.155095,3966
Exhibition Road Car Park,Bradford,53.83665,-1.788678,3967
Museum Car Park,Bradford,53.83195,-1.957696,3968
Wigan Street,Bradford,53.796767,-1.760947,3969
Bank Street,Sheffield,53.384469,-1.4672,3970
Queen Street,Sheffield,53.384438,-1.469704,3971
Tower Ramparts,Ipswich,52.059092,1.155742,3972
Elm Street Car Park,Ipswich,52.057654,1.148504,3973
William Street Car Park,Ipswich,52.059895,1.154956,3974
AZCA,Madrid,40.4469761,-3.6929804,3975
Broadway,Newham,51.540588,0.001305,3976
Folkemuseet p-plass ,Oslo,59.907716,10.687069,3977
p-plass Oslo kommune,Oslo,59.910502,10.705496,3978
Henrichsens gate,Oslo,59.924993,10.738056,3979
Schwensens gate,Oslo,59.924104,10.738594,3980
Brettevilles gate,Oslo,59.940331,10.775324,3981
"Fougstads gate
",Oslo,59.928025,10.747301,3982
Møllergata,Oslo,59.916484,10.749179,3983
Hammersborg Torg,Oslo,59.916748,10.748201,3984
St Olavs Gate,Oslo,59.918203,10.742639,3985
Wergelandsveien,Oslo,59.918528,10.731794,3986
Karl Johans gt.,Oslo,59.915164,10.734367,3987
Drammensven 60,Oslo,59.912724,10.712182,3988
Eplehagen p-plass,Oslo,59.897813,10.672743,3989
"Hauketo stasjon parking
",Oslo,59.847552,10.803519,3990
Ljansbrukveien ,Oslo,59.835374,10.774484,3991
Esplanade ,Jersey,49.18499,-2.112471,3992
Regent Road,Jersey,49.183228,-2.103477,3993
Esplanade ,Jersey,49.183601,-2.109857,3994
Esplanade ,Jersey,49.183976,-2.110497,3995
Seale Street,Jersey,49.185875,-2.111186,3996
Piette Road,Guernsey,49.463758,-2.535123,3997
The Bridge,Guernsey,49.483741,-2.519514,3998
Ann's Place,Guernsey,49.457165,-2.537726,3999
Victoria Pier,Guernsey,49.456291,-2.534258,4000
Werdmühlepl.,Zurich,47.374892,8.539927,4001
Rheinfall ,Neuhausen am Rheinfall,47.677109,8.609953,4002
Rothaus Brauerei,Grafenhausen,47.795809,8.246343,4003
Dammstrasse,Zug,47.173223,8.513637,4004
Aylesbury Vale Parkway,Aylesbury,51.831222,-0.859437,4005
Old Market Car Park,Dorchester,50.712583,-2.436161,4006
Kaplan Lane,San Franciso,37.784981,-122.398974,4007
Howard Street,San Franciso,37.788711,-122.395725,4008
Main Street,San Franciso,37.790435,-122.393066,4009
Jessie Street,San Franciso,37.784786,-122.404974,4010
Main Street,San Franciso,37.79271,-122.396131,4011
Main Street,San Franciso,37.792714,-122.395931,4012
Sansome Street,San Franciso,37.790857,-122.400639,4013
Grant Avenue,San Franciso,37.787186,-122.404891,4014
Polk Street,San Franciso,37.779484,-122.418356,4015
Taylor Street,San Franciso,37.78938,-122.411975,4016
Front Street,San Franciso,37.793553,-122.398818,4017
Clay Street,San Franciso,37.794856,-122.402204,4018
Clay Street,San Franciso,37.794771,-122.402206,4019
Clay Street,San Franciso,37.794781,-122.402861,4020
Taylor Street,San Franciso,37.797956,-122.413802,4021
Battery Street,San Franciso,37.800655,-122.401425,4022
Green Street,San Franciso,37.800682,-122.400141,4023
Montgomery Street,San Franciso,37.804943,-122.405274,4024
Laurel Avenue,San Mateo,37.562749,-122.321555,4025
E 4th Avenue,San Mateo,37.564574,-122.321734,4026
College Avenue,Berkeley,37.869065,-122.254646,4027
Rue de Tivoli,Marseille,43.298767,5.388983,4028
Cr Franklin Roosevelt,Marseille,43.298836,5.389502,4029
Rue Saint-Philippe,Nice,43.696279,7.254932,4030
Chicheley Street,Lambeth,51.50289594,-0.1171782674,4031
Shore Road,Swanage,50.612597,-1.957948,4032
Sussex Place,"Hammersmith and Fulham
",51.491117,-0.225952,4033
Sussex Place,"Hammersmith and Fulham
",51.491123,-0.225567,4034
Access Road,"Hammersmith and Fulham
",51.491146,-0.224419,4035
Drewstead Road,Lambeth,51.438082,-0.127946,4036
Coldharbour Lane,Hillingdon,51.507989,-0.416607,4037
Maple Place,Camden,51.521989,-0.137494,4038
Russell Square,Camden,51.521676,-0.127765,4040
Queen Square,Camden,51.52157822,-0.1219447893,4041
Queen Square,Camden,51.52112084,-0.1222721987,4042
Guildford Street,Camden,51.523652,-0.118876,4043
La Falaise Car Park,Isle of Wight,50.592774,-1.211318,4044
Lewisham High Street,Lewisham,51.455397,-0.015652,4045
Sainsbury's Car Park,Bromley,51.366034,0.05448,4046
Montague Street,Edinburgh,55.9418974,-3.1805411,4047
The Church Plain Car Park,Loddon,52.535105,1.481725,4048
Smithfield Car Park,City of London,51.518679,-0.100811,4049
Strathblaine Road,Wandsworth,51.461411,-0.173021,4050
Station Approach,Bromley,51.376447,0.011136,4051
Berkeley Square,City of Westminster,51.50924,-0.144603,4052
Welbeck Street,City of Westminster,51.516205,-0.148683,4053
Church Litten Car Park,Isle of Wight,50.698532,-1.293312,4054
Hill Street,Glasgow,55.866389,-4.258724,4055
Highburgh Road,Glasgow,55.874546,-4.299722,4056
Victoria Place,Corby,52.48833,-0.704985,4057
Town Centre Gateway Car Park,Corby,52.486262,-0.700917,4058
Warwick Road,Coventry,52.404806,-1.513518,4059
Station Avenue,Walton-on-Thames,51.37389,-0.413303,4060
Paddington Street,City of Westminster,51.520672,-0.15334,4061
Winsland Street,City of Westminster,51.517004,-0.175248,4062
Eastbourne Terrace,City of Westminster,51.517342,-0.179638,4063
Harold Place,Hastings,50.855208,0.580578,4064
Broadway,Newham,51.541647,0.003512,4065
Northwick Park Hospital,Brent,51.574896,-0.318897,4066
Central Car Park,Farnham,51.214102,-0.798065,4067
Sleaford Street,Wandsworth,51.47969,-0.140423,4068
Beach Street,Herne Bay,51.370914,1.126372,4069
Strand,Southampton,50.90218309,-1.402269962,4070
Evelyn Walk,Hackney,51.531243,-0.087859,4071
High Street,Ipswich,52.058751,1.15076,4072
Huntingdon Multi-Storey Car Park,Huntingdon ,52.33133227,-0.1800697558,4073
Norfolk Road,Brighton,50.82655,-0.15398,4074
Wager Street,Tower Hamlets,51.521256,-0.030516,4075
Wicklow Street,Camden,51.530233,-0.119705,4076
Leeke Street,Camden,51.530092,-0.119136,4077
Warleigh Road,Brighton,50.836042,-0.135616,4078
Manresa Road,Kensington and Chelsea,51.486832,-0.170907,4079
Prince Albert Road,Glasgow,55.877191,-4.305956,4080
St. Michael's Street,City of Westminster,51.518792,-0.168967,4081
Peabody Road Car Park,Farnborough,51.275559,-0.745312,4082
Field End Road,Eastcote,51.57827927,-0.3993007746,4083
Red Lion Lane,Basingstoke,51.2631,-1.085327,4084
Corso Giacomo Matteotti,Jesi,43.518627,13.236611,4085
Wollastan Close,Southwark,51.492715,-0.099894,4086
Viale Felice Cavallotti,Jesi,43.519009,13.230453,4087
Viale Felice Cavallotti,Jesi,43.519178,13.229998,4088
Bristol Parkway,Bristol,51.514158,-2.54151,4089
Woodhouse Square,Leeds,53.801615,-1.557376,4090
Rue Du Nord,Ville-Haute,49.612833,6.13244,4091
Yeoman's Row,Kensington and Chelsea,51.497465,-0.167139,4092
Rush Hill Road,Wandsworth,51.46571,-0.154137,4093
Telford Terrace,City of Westminster,51.486158,-0.143103,4094
Middle Wall Car Park,Whitstable,51.358094,1.024106,4095
St Marks Gate,Tower Hamlets,51.539762,-0.027782,4096
Beaufort Street (Permit),Kensington and Chelsea,51.482714,-0.174048,4097
River St Car Park,Windsor,51.484637,-0.609462,4098
N Vennel,Lanark,55.67400752,-3.77721889,4099
Annankatu,Helsinki,60.16581,24.938435,4100
Bulevardi,Helsinki,60.166423,24.942904,4101
Maresfield Road,Brighton & Hove,50.822202,-0.111667,4102
St Patrick's Rd,Brighton & Hove,50.832805,-0.179311,4103
Byron Place Car Park,Bristol,51.480351,-2.504534,4104
Willowherb Road,Bristol,51.493839,-2.468112,4105
Bank Road Car Park,Bristol,51.462129,-2.50619,4106
Boulton's Road Car Park,Bristol,51.463384,-2.511594,4107
South Road Car Park,Bristol,51.462468,-2.511175,4108
Parkway North,Bristol,51.515542,-2.535792,4109
Yate Centre Car Park,Bristol,51.540134,-2.410576,4110
Tranton Road,Bristol,51.49715237,-0.06253337391,4111
Balaclava Street,Glasgow,55.858536,-4.268232,4112
All Saints Road (Permit),Kensington and Chelsea,51.51898653,-0.2045747323,4113
The Steyne,Worthing,50.810854,-0.367301,4114
O2 Arena,Greenwich,51.499005,0.006251,4115
Tarmount Lane Car Park,Shoreham-by-Sea,50.832792,-0.272162,4116
Crescent Road,Tunbridge Wells,51.132202,0.266609,4117
Prince Albert Road,Sydney,-33.870387,151.213334,4118
Phillip Street,Sydney,-33.868044,151.211163,4119
Harrington Street,Sydney,-33.861182,151.207449,4120
Macquarie Street,Sydney,-33.861353,151.212649,4121
Clarence Street,Sydney,-33.871594,151.205613,4122
Sussex Street,Sydney,-33.872858,151.203882,4123
Pitt Street,Sydney,-33.875814,151.20794,4124
Pelican Street,Sydney,-33.878296,151.213383,4125
Commonwealth Street,Sydney,-33.88271,151.210486,4126
Foster Street,Sydney,-33.879902,151.210105,4127
Mary Ann Street,Sydney,-33.88151,151.198747,4128
Balfour Street,Sydney,-33.886716,151.199996,4129
Church Street,Sydney,-33.888661,151.17816,4130
Simmons Street,Sydney,-33.899016,151.173631,4131
Hoskins Street,Greenwich,51.485728,-0.000656,4132
Uxbridge Road,"Hammersmith and Fulham
",51.504761,-0.222345,4133
Y Gaer,Brecon,51.945933,-3.390073,4134
Tesco Car Park,Hucknall,53.036151,-1.197133,4135
Car Park,Deal,51.226997,1.402116,4136
Whitehall Street,Dundee,56.4592908,-2.9695859,4137
Brookside,Freshwater,50.68213241,-1.523577904,4138
Moa Place Car Park,Freshwater,50.681538,-1.523929,4139
Freshwater Bay,Freshwater,50.670502,-1.51061,4140
Car Park,Cowes,50.761654,-1.299255,4141
The Parade,Cowes,50.76483,-1.298206,4142
High Street,Newport,50.700031,-1.294645,4143
East Street Car Park,Lewes,50.87395055,0.01213519825,4144
Church Road,Brighton & Hove,50.824985,-0.142549,4145
Springs Garden,Brighton & Hove,50.824962,-0.141549,4146
Car Park,Wallingford,51.600695,-1.122798,4147
Black Lion Street,Brighton & Hove,50.820364,-0.141354,4148
Westbourne Villas,Brighton & Hove,50.826255,-0.184692,4149
York Hospital,York,53.970454,-1.082448,4150
Lugley Street Car Park,Newport,50.700206,-1.297281,4151
Market Car Park,Salisbury,51.071423,-1.798228,4152
High Street,Uxbridge,51.547746,-0.48087,4153
Cricklade Avenue,Lambeth,51.439617,-0.12545,4154
Market Street,Eastleigh,50.967947,-1.35199,4155
Holland Road,Kensington and Chelsea,51.497289,-0.20671,4156
Penny Way Car Park,Christchurch,50.734604,-1.725285,4157
Quay Street,Newport,50.700881,-1.292534,4158
Arundel Gardens,Kensington and Chelsea,51.51344,-0.206877,4159
Ferndale Road,Lambeth,51.463043,-0.126779,4160
Lawrence Lane,City of London,51.514532,-0.092689,4161
Rattray Road,Lambeth,51.457631,-0.111225,4162
Ladbroke Road,Kensington and Chelsea,51.508622,-0.203863,4163
Courtfield Gardens,Kensington and Chelsea,51.49284,-0.189572,4164
Totterdown Street,Wandsworth,51.429246,-0.165186,4165
Baltic Street West,Islington,51.52329,-0.096888,4166
Argyle Road,Brighton & Hove,50.834134,-0.141864,4167
Queensdale Crescent,Hammersmith and Fulham,51.506681,-0.216428,4168
Tournay Road,Hammersmith and Fulham,51.482558,-0.200519,4169
Asda Car Park,Farnborough,51.291426,-0.75862,4170
Farnborough Train Station,Farnborough,51.296432,-0.756057,4171
Oxford Gardens,Kensington and Chelsea,51.518206,-0.213832,4172
Lugley Street,Newport,50.700493,-1.295966,4173
Harbour Parade,Southampton,50.902975,-1.408207,4174
Warwick Road,Kensington and Chelsea,51.495726,-0.20392,4175
Car Park,Bristol,51.525613,-2.594409,4176
Sidmouth Street,Camden,51.52704,-0.119304,4177
