road,place,latitude,longitude,clusterid
Palace Street 2,City of Westminster,51.498374,-0.140247,2448
Northumberland Avenue,City of Westminster,51.50683,-0.124064,2449
William IV Street,City of Westminster,51.509499,-0.124329,2450
Chandos Place,City of Westminster,51.509897,-0.12537,2451
Adelaide Street,City of Westminster,51.509472,-0.125884,2452
St. Martin's Lane,City of Westminster,51.509571,-0.126929,2453
St. Martin's Lane,City of Westminster,51.509815,-0.126926,2454
Bedford Street,City of Westminster,51.510496,-0.124227,2455
Garrick Street,City of Westminster,51.511404,-0.125558,2456
St. Martin's Lane,City of Westminster,51.511341,-0.127127,2457
Great Newport Street,City of Westminster,51.511874,-0.127442,2458
Upper St. Martin's Lane,City of Westminster,51.51213,-0.127074,2459
Orange Street,City of Westminster,51.510151,-0.128395,2460
Suffolk Street,City of Westminster,51.508117,-0.130435,2461
Suffolk Place,City of Westminster,51.508129,-0.131291,2462
Charles II Street,City of Westminster,51.508302,-0.132267,2463
Waterloo Place,City of Westminster,51.507282,-0.132744,2464
Carlton Gardens,City of Westminster,51.506493,-0.133819,2465
Oxendon Street,City of Westminster,51.509619,-0.131651,2466
Oxendon Street,City of Westminster,51.510083,-0.132104,2467
Whitcomb Street,City of Westminster,51.510001,-0.131177,2468
Masons Yard,City of Westminster,51.507708,-0.13714,2469
Bury Street,City of Westminster,51.507158,-0.138771,2470
Park Place,City of Westminster,51.506579,-0.139571,2471
Arlington Street,City of Westminster,51.50647,-0.140323,2472
St James's Place,City of Westminster,51.505551,-0.140126,2473
Little St James's Street,City of Westminster,51.505682,-0.138546,2474
Sackville Street,City of Westminster,51.510226,-0.138931,2475
Saville Row,City of Westminster,51.51201,-0.141437,2476
Conduit Street,City of Westminster,51.512547,-0.141515,2477
Warwick Street,City of Westminster,51.510978,-0.137919,2478
Golden Square,City of Westminster,51.511309,-0.137284,2479
Golden Square,City of Westminster,51.511716,-0.137719,2480
Golden Square,City of Westminster,51.511985,-0.137075,2481
Golden Square,City of Westminster,51.511599,-0.136657,2482
Great Pulteney Street 2,City of Westminster,51.512728,-0.136482,2483
Wild Street,City of Westminster,51.514673,-0.120695,2484
Carey Street,City of Westminster,51.514926,-0.115311,2485
Drury Lane,City of Westminster,51.513236,-0.118871,2486
Russell Street,City of Westminster,51.513623,-0.120126,2487
Exeter Street,City of Westminster,51.512006,-0.119431,2488
Burleigh Street,City of Westminster,51.511652,-0.121119,2489
Southampton Street,City of Westminster,51.511469,-0.122584,2490
Floral Street,City of Westminster,51.513068,-0.123267,2491
Soho Square,City of Westminster,51.515761,-0.131958,2492
Soho Square,City of Westminster,51.515093,-0.131424,2493
Soho Square,City of Westminster,51.514834,-0.13246,2494
Soho Square,City of Westminster,51.515469,-0.132956,2495
Romilly Street,City of Westminster,51.513425,-0.129625,2496
Wardour Street,City of Westminster,51.515016,-0.135201,2497
Noel Street,City of Westminster,51.515046,-0.136441,2498
Berwick Street,City of Westminster,51.515263,-0.136285,2499
Berwick Street,City of Westminster,51.513882,-0.135182,2500
Duck Lane,City of Westminster,51.513811,-0.134679,2501
Strand,City of Westminster,51.512131,-0.117225,2502
Arundel Street,City of Westminster,51.512213,-0.114191,2503
Temple Place,City of Westminster,51.511106,-0.114586,2504
Temple Place,City of Westminster,51.511375,-0.113311,2505
Bell Yard,City of Westminster,51.515068,-0.112261,2506
Hallam Street,City of Westminster,51.521285,-0.143939,2507
Devonshire Street,City of Westminster,51.522281,-0.144554,2508
Portland Place,City of Westminster,51.522386,-0.145866,2509
Hallam Street,City of Westminster,51.520078,-0.143431,2510
Portland Place,City of Westminster,51.519629,-0.144846,2511
Harley Street,City of Westminster,51.519514,-0.147199,2512
Portland Place,City of Westminster,51.518696,-0.144426,2513
New Cavendish Street,City of Westminster,51.51907,-0.148768,2514
Westmoreland Street,City of Westminster,51.519398,-0.149857,2515
Wheatley Street,City of Westminster,51.519563,-0.150208,2516
Marylebone Street,City of Westminster,51.519888,-0.151037,2517
Bulstrode Street,City of Westminster,51.517813,-0.150312,2518
Langham Street,City of Westminster,51.518812,-0.142773,2519
Gildea Street,City of Westminster,51.519137,-0.142605,2520
Langham Street,City of Westminster,51.518931,-0.142101,2521
Foley Street,City of Westminster,51.519361,-0.14001,2522
Nassau Street,City of Westminster,51.519196,-0.139171,2523
Riding House Street,City of Westminster,51.519289,-0.139171,2524
Clipstone Street,City of Westminster,51.521157,-0.141069,2525
Great Titchfield Street,City of Westminster,51.521268,-0.141797,2526
Clipstone Street,City of Westminster,51.520928,-0.142294,2527
Bolsover Street,City of Westminster,51.521859,-0.142791,2528
Devonshire Street,City of Westminster,51.521234,-0.150638,2529
Devonshire Street,City of Westminster,51.521466,-0.149347,2530
Crawford Street,City of Westminster,51.519714,-0.160037,2531
Montagu Square,City of Westminster,51.518866,-0.159738,2532
Montagu Street,City of Westminster,51.516733,-0.158971,2533
Portman Close,City of Westminster,51.51675,-0.156471,2534
Broadstone Place,City of Westminster,51.518435,-0.155147,2535
Dorset Street,City of Westminster,51.519506,-0.156081,2536
Kenrick Place,City of Westminster,51.519947,-0.15587,2537
Dorset Street,City of Westminster,51.51973,-0.154638,2538
Nottingham Place,City of Westminster,51.521076,-0.153043,2539
Baker street,City of Westminster,51.520989,-0.156998,2540
Bickenhall Street,City of Westminster,51.521177,-0.159207,2541
Upper Montagu Street,City of Westminster,51.520952,-0.160844,2542
Dorset Square,City of Westminster,51.522841,-0.161734,2543
Huntsworth Mews,City of Westminster,51.523494,-0.161201,2544
Boston Place,City of Westminster,51.522418,-0.162221,2545
Harewood Avenue,City of Westminster,51.523106,-0.164577,2546
York Street,City of Westminster,51.519698,-0.16363,2547
Crawford Street,City of Westminster,51.519111,-0.163225,2548
Shouldham Street,City of Westminster,51.518774,-0.164587,2549
Homer Row,City of Westminster,51.519392,-0.16577,2550
Brendon Street,City of Westminster,51.518109,-0.165928,2551
Harrowby Street,City of Westminster,51.517149,-0.16482,2552
Forset Street,City of Westminster,51.516975,-0.164906,2553
George Street,City of Westminster,51.516224,-0.162696,2554
Bryanston Square,City of Westminster,51.518608,-0.161303,2555
Portman Square,City of Westminster,51.515765,-0.15686,2556
Seymour Street,City of Westminster,51.514941,-0.157231,2557
Seymour Street,City of Westminster,51.514125,-0.162123,2558
Kendal Street,City of Westminster,51.5154,-0.165036,2559
Norfolk Crescent,City of Westminster,51.515781,-0.166369,2560
Norfolk Crescent,City of Westminster,51.516417,-0.166535,2561
Burwood Place,City of Westminster,51.516649,-0.166083,2562
Hyde Park Square,City of Westminster,51.513849,-0.169977,2563
Gloucester Square,City of Westminster,51.51386,-0.171123,2564
Talbot Square,City of Westminster,51.514531,-0.174212,2565
London Street,City of Westminster,51.516348,-0.175503,2566
South Wharf Road,City of Westminster,51.517727,-0.174043,2567
Queen's Gardens,City of Westminster,51.514223,-0.18072,2568
Lancaster Gate,City of Westminster,51.512449,-0.180547,2569
Craven Hill Gardens,City of Westminster,51.512418,-0.182364,2570
Queensborough Terrace,City of Westminster,51.51118,-0.186096,2571
Queensway,City of Westminster,51.513859,-0.18776,2572
Poplar Place,City of Westminster,51.51217,-0.18876,2573
Kensington Gardens Square,City of Westminster,51.513682,-0.189544,2574
Kensington Gardens Square 2,City of Westminster,51.514697,-0.190819,2575
Hatherley Grove,City of Westminster,51.515741,-0.189299,2576
Garway Road,City of Westminster,51.515312,-0.191895,2577
Hereford Road,City of Westminster,51.514883,-0.193842,2578
Chepstow Place,City of Westminster,51.5148,-0.194955,2579
Dawson Place,City of Westminster,51.512822,-0.193385,2580
Moscow Road,City of Westminster,51.512044,-0.19232,2581
Prince Consort Road,City of Westminster,51.499828,-0.177791,2582
Kensington Gore,City of Westminster,51.500718,-0.178108,2583
Rutland Gate,City of Westminster,51.501721,-0.168368,2584
Rutland Gate,City of Westminster,51.499402,-0.16798,2585
Addington Road Car Park,Croydon,51.342175,-0.064117,2586
Church Street,Croydon,51.373234,-0.105933,2587
Edridge Road,Croydon,51.369837,-0.098136,2588
Friends Road,Croydon,51.371072,-0.093875,2589
Grant Road,Croydon,51.379514,-0.080405,2590
Heathfield Road,Croydon,51.367233,-0.097258,2591
Mead Place,Croydon,51.379136,-0.103872,2592
Mead Place,Croydon,51.378609,-0.104997,2593
Mint Walk,Croydon,51.371758,-0.098578,2594
Oakfield Road,Croydon,51.379842,-0.102797,2595
Oval Road,Croydon,51.37763,-0.088812,2596
Ruskin Road,Croydon,51.377264,-0.103434,2597
Scarbrook Road,Croydon,51.371401,-0.101573,2598
Sydenham Road,Croydon,51.378492,-0.095879,2599
West Street,Croydon,51.368418,-0.099852,2600
Beech House Rd,Croydon,51.370167,-0.095465,2601
College Road,Croydon,51.374003,-0.093693,2602
Hathaway Road,Croydon,51.382566,-0.106618,2603
Masons Avenue,Croydon,51.368806,-0.09822,2604
Parker Road,Croydon,51.36678,-0.099248,2605
St Georges Walk,Croydon,51.372861,-0.098503,2606
Walpole Road,Croydon,51.375999,-0.097025,2607
Warren Road,Croydon,51.37979,-0.083496,2608
Biddulph Road,Croydon,51.346731,-0.103252,2609
Moreton Road,Croydon,51.36192,-0.091467,2610
High Street,Croydon,51.338089,-0.115555,2611
Oakley Road,Croydon,51.392972,-0.06635,2612
Station Road,Croydon,51.3974,-0.075341,2613
Brighton Road,Croydon,51.32275,-0.135793,2614
Brighton Road,Croydon,51.318919,-0.139217,2615
Westow Street,Croydon,51.41814,-0.082219,2616
Plumbridge Street,Greenwich,51.473116,-0.014366,2617
Polytechnic Street,Greenwich,51.489775,0.065391,2618
Arlingford Road,Lambeth,51.453239,-0.112275,2619
Ashmere Grove,Lambeth,51.460534,-0.127885,2620
Bankton Road,Lambeth,51.459043,-0.111864,2621
Barnwell Road,Lambeth,51.458323,-0.109328,2622
Bellefields Road,Lambeth,51.464202,-0.117374,2623
Bernay's Grove,Lambeth,51.462404,-0.115896,2624
Bonham Road,Lambeth,51.45619,-0.122641,2625
Branksome Road,Lambeth,51.459471,-0.124868,2626
Buckner Road,Lambeth,51.459942,-0.117451,2627
Canterbury Crescent,Lambeth,51.464276,-0.112095,2628
Combermere Road,Lambeth,51.467474,-0.118268,2629
Dalberg Road,Lambeth,51.457074,-0.111686,2630
Ducie Street,Lambeth,51.462693,-0.122902,2631
Ferndale Road,Lambeth,51.462948,-0.125319,2632
Gateley Road,Lambeth,51.465097,-0.116814,2633
Glenelg Road,Lambeth,51.457885,-0.126309,2634
Gresham Road,Lambeth,51.465126,-0.112069,2635
Haycroft Road,Lambeth,51.456308,-0.123373,2636
Hayter Road,Lambeth,51.457721,-0.119875,2637
Hubert Grove,Lambeth,51.463763,-0.123603,2638
Jelf Road,Lambeth,51.45762,-0.111911,2639
Lambert Road,Lambeth,51.455417,-0.121133,2640
Leeson Road,Lambeth,51.458777,-0.109237,2641
Margate Road,Lambeth,51.457053,-0.126829,2642
Mauleverer Road,Lambeth,51.456633,-0.126433,2643
Nealdon Street,Lambeth,51.467206,-0.12169,2644
Plato Road,Lambeth,51.460127,-0.125828,2645
Rattray Road,Lambeth,51.459333,-0.112692,2646
Sandmere Road,Lambeth,51.462464,-0.126934,2647
St.Saviours Road,Lambeth,51.454644,-0.120347,2648
Strathleven Road,Lambeth,51.459075,-0.125706,2649
Sudbourne Road,Lambeth,51.458697,-0.122964,2650
Tasman Road,Lambeth,51.46509,-0.125126,2651
Trelawn Road,Lambeth,51.456434,-0.112705,2652
Trent Road,Lambeth,51.455855,-0.120267,2653
Winterwell Road,Lambeth,51.456991,-0.123232,2654
Appach Road,Lambeth,51.453501,-0.114639,2655
Arodene Road,Lambeth,51.452331,-0.117352,2656
Elm Park,Lambeth,51.449704,-0.118065,2657
Endymion Road,Lambeth,51.450673,-0.118392,2658
Fairmount Road,Lambeth,51.452493,-0.118245,2659
Helix Road,Lambeth,51.451543,-0.11674,2660
Josephine Avenue,Lambeth,51.454576,-0.118183,2661
Leander Road,Lambeth,51.451209,-0.116024,2662
Bavent Road,Lambeth,51.469503,-0.094832,2663
Carew Street,Lambeth,51.471446,-0.100375,2664
Eastlake Road,Lambeth,51.468444,-0.100974,2665
Kenbury Road,Lambeth,51.470428,-0.098483,2666
Lilford Road,Lambeth,51.469034,-0.099267,2667
Luxor Street,Lambeth,51.467553,-0.10086,2668
Pomfret Road,Lambeth,51.467018,-0.101316,2669
Southwell Road,Lambeth,51.46646,-0.098941,2670
Abbeyville Rd,Lambeth,51.455332,-0.138899,2671
Bromell's Rd,Lambeth,51.462768,-0.138489,2672
Briarwood Rd,Lambeth,51.456892,-0.132478,2673
Edgeley Rd,Lambeth,51.464209,-0.132719,2674
Elms Rd,Lambeth,51.455766,-0.138706,2675
Englewood Rd,Lambeth,51.451748,-0.142687,2676
Franconia Rd,Lambeth,51.455048,-0.135959,2677
Hambalt Rd,Lambeth,51.45388,-0.137196,2678
Hannington Rd,Lambeth,51.466043,-0.146646,2679
Honeybrook Rd,Lambeth,51.450036,-0.140749,2680
Iveley Rd,Lambeth,51.468392,-0.140411,2681
Kenwyn Rd,Lambeth,51.462268,-0.132013,2682
Killyon Rd,Lambeth,51.469452,-0.136818,2683
Lambourn Rd,Lambeth,51.466825,-0.146358,2684
Leppoc Rd,Lambeth,51.45711,-0.135891,2685
Lessar Ave,Lambeth,51.454336,-0.143067,2686
Liston Rd,Lambeth,51.4659,-0.139902,2687
Lydon Rd,Lambeth,51.465195,-0.143079,2688
Narbonne Ave,Lambeth,51.454337,-0.139337,2689
Orlando Rd,Lambeth,51.463742,-0.142064,2690
Portslade Rd,Lambeth,51.471368,-0.140314,2691
Shandon Rd,Lambeth,51.45347,-0.139122,2692
St Lukes Ave,Lambeth,51.462501,-0.133399,2693
The Polygon,Lambeth,51.46326,-0.14107,2694
Turret Grove,Lambeth,51.467842,-0.141413,2695
Chaucer Road,Lambeth,51.456209,-0.108814,2696
Dulwich Road,Lambeth,51.454185,-0.107822,2697
Hurst Street,Lambeth,51.453119,-0.104287,2698
Milton road,Lambeth,51.454898,-0.106511,2699
Shakespeare Road,Lambeth,51.45617,-0.106451,2700
Spencer Road,Lambeth,51.455631,-0.108235,2701
Albert Square,Lambeth,51.477716,-0.119645,2702
Albion Avenue,Lambeth,51.47019,-0.13529,2703
Alderbert Terrace,Lambeth,51.477203,-0.12079,2704
Bromfelde Road,Lambeth,51.468124,-0.131638,2705
Chelsham Road,Lambeth,51.467372,-0.13075,2706
Cowthorpe Road,Lambeth,51.476683,-0.131213,2707
Crimsworth Road,Lambeth,51.47703,-0.13271,2708
Davidson Gardens,Lambeth,51.479031,-0.128251,2709
Deeley Road,Lambeth,51.475206,-0.133402,2710
Gauden Road,Lambeth,51.465504,-0.130944,2711
Goldsboro Road,Lambeth,51.477387,-0.131705,2712
Grantham Road,Lambeth,51.468016,-0.124798,2713
Guliford Road,Lambeth,51.475321,-0.125234,2714
Hartington Road,Lambeth,51.476331,-0.127532,2715
Hemberton Road,Lambeth,51.46649,-0.125104,2716
Lansdowne Gardens,Lambeth,51.475528,-0.126519,2717
Lingham Road,Lambeth,51.470413,-0.123716,2718
Pascal Street,Lambeth,51.480025,-0.12997,2719
St Michaels Road,Lambeth,51.470999,-0.120675,2720
Stewarts Road,Lambeth,51.472512,-0.136149,2721
Thorpach Road,Lambeth,51.477547,-0.130749,2722
Tradescant Road,Lambeth,51.478815,-0.122257,2723
Union Road,Lambeth,51.469215,-0.128566,2724
Wilkinson Street,Lambeth,51.478388,-0.121191,2725
Burnbury Road,Lambeth,51.443521,-0.138956,2726
Cambray Road,Lambeth,51.444662,-0.140167,2727
Fieldhouse Road,Lambeth,51.442956,-0.138651,2728
Haverhill Road,Lambeth,51.443855,-0.141296,2729
Hydthorpe Road,Lambeth,51.44526,-0.140263,2730
Midmoor Road,Lambeth,51.444144,-0.139311,2731
Parkthorne Road,Lambeth,51.446473,-0.132961,2732
Parkthorne Road,Lambeth,51.446635,-0.134876,2733
Radbourne Road,Lambeth,51.446111,-0.137864,2734
Scholars Road,Lambeth,51.443097,-0.143091,2735
Thornton Road,Lambeth,51.444756,-0.134389,2736
Berwyn Road,Lambeth,51.443511,-0.105245,2737
Deerbrooke Road,Lambeth,51.442423,-0.105728,2738
Deronda Park,Lambeth,51.443583,-0.108474,2739
Romola Road,Lambeth,51.441794,-0.106485,2740
Belvedere Rd,Lambeth,51.505891,-0.115121,2741
Coral St,Lambeth,51.501195,-0.109934,2742
Duchy St,Lambeth,51.506219,-0.108333,2743
Frazier St,Lambeth,51.500074,-0.110276,2744
Hercules Road,Lambeth,51.498166,-0.112819,2745
King Edward Walk,Lambeth,51.497416,-0.110036,2746
Royal St,Lambeth,51.498868,-0.116671,2747
Waterloo Rd,Lambeth,51.501871,-0.109394,2748
Whittlesey St,Lambeth,51.504787,-0.110289,2749
Wooton St,Lambeth,51.503892,-0.108941,2750
HATFIELDS,Southwark,51.506798,-0.107218,2751
PARIS GARDEN,Southwark,51.506312,-0.106107,2752
HOPTON STREET,Southwark,51.50675,-0.102355,2753
BANK END,Southwark,51.506968,-0.092803,2754
GREAT GUILDFORD STREET,Southwark,51.505509,-0.09736,2755
LAVINGTON STREET,Southwark,51.505089,-0.10023,2756
GAMBIA STREET,Southwark,51.504138,-0.102808,2757
THE CUT,Southwark,51.50347,-0.106167,2758
PEPPER STREET,Southwark,51.503254,-0.098156,2759
LOMAN STREET,Southwark,51.502812,-0.100495,2760
GREAT SUFFOLK STREET,Southwark,51.502765,-0.101326,2761
WELLER STREET,Southwark,51.501724,-0.096413,2762
MARSHALSEA ROAD,Southwark,51.501541,-0.094263,2763
SILVESTER STREET,Southwark,51.500591,-0.092038,2764
MELIOR PLACE,Southwark,51.502208,-0.084209,2765
GAINSFORD STREET,Southwark,51.502588,-0.074418,2766
TANNER STREET,Southwark,51.500492,-0.081291,2767
BERMONDSEY STREET,Southwark,51.499845,-0.081482,2768
MOROCCO STREET,Southwark,51.500349,-0.082222,2769
Riley Road,Southwark,51.499114,-0.077535,2770
BERMONDSEY STREET,Southwark,51.498082,-0.081351,2771
Mill Street,Southwark,51.500337,-0.07268,2772
Dockhead,Southwark,51.500239,-0.071288,2773
George Row,Southwark,51.500278,-0.069065,2774
Paradise Street,Southwark,51.499629,-0.058562,2775
Swan Road,Southwark,51.500909,-0.050246,2776
MOODKEE STREET,Southwark,51.497452,-0.05229,2777
COPE STREET,Southwark,51.492439,-0.046307,2778
LAYARD ROAD,Southwark,51.493368,-0.059029,2779
STORKS ROAD,Southwark,51.495198,-0.064163,2780
SPA ROAD,Southwark,51.495088,-0.076071,2781
THE GRANGE,Southwark,51.497042,-0.07722,2782
GRANGE WALK,Southwark,51.496311,-0.078317,2783
PARDONER STREET,Southwark,51.498242,-0.086148,2784
TRINITY STREET,Southwark,51.498344,-0.091543,2785
ONTARIO STREET,Southwark,51.497246,-0.100861,2786
GLADSTONE STREET,Southwark,51.497517,-0.103877,2787
BROOK DRIVE,Southwark,51.495344,-0.110345,2788
FALMOUTH ROAD,Southwark,51.496394,-0.093566,2789
BARTHOLOMEW STREET,Southwark,51.494983,-0.088095,2790
LEROY STREET,Southwark,51.49455,-0.082722,2791
CRIMSCOTT STREET,Southwark,51.49477,-0.079333,2792
ALSCOT ROAD,Southwark,51.493903,-0.07428,2793
MUNTON ROAD,Southwark,51.493462,-0.093222,2794
CRAMPTON STREET,Southwark,51.490385,-0.099834,2795
CHATHAM STREET,Southwark,51.492958,-0.086896,2796
ALBERTA STREET,Southwark,51.488409,-0.104136,2797
BRANDON STREET,Southwark,51.48912,-0.091525,2798
AMBROSE STREET,Southwark,51.491973,-0.062264,2799
BLUE ANCHOR LANE,Southwark,51.492493,-0.062897,2800
WILLOW WALK,Southwark,51.493037,-0.078363,2801
LYNTON ROAD,Southwark,51.490951,-0.074565,2802
ROWCROSS STREET,Southwark,51.48888,-0.073716,2803
MARLBOROUGH GROVE,Southwark,51.487238,-0.067926,2804
COOPERS ROAD,Southwark,51.486926,-0.073277,2805
NILE TERRACE,Southwark,51.486218,-0.075438,2806
COBOURG ROAD,Southwark,51.485124,-0.076601,2807
DE LAUNE STREET,Southwark,51.486434,-0.106542,2808
FAUNCE STREET,Southwark,51.485844,-0.105261,2809
ST AGNES PLACE,Southwark,51.484101,-0.106753,2810
FIELDING STREET,Southwark,51.485291,-0.095191,2811
GROSVENOR PARK,Southwark,51.481809,-0.09812,2812
SULTAN STREET,Southwark,51.479701,-0.097762,2813
HAYMERLE ROAD,Southwark,51.482329,-0.069963,2814
ETHNARD ROAD,Southwark,51.481728,-0.063692,2815
LOMOND GROVE,Southwark,51.479168,-0.092376,2816
HARRIS STREET,Southwark,51.478352,-0.086876,2817
ELMINGTON ROAD,Southwark,51.477131,-0.085764,2818
CAMBERWELL GREEN,Southwark,51.475247,-0.092187,2819
ST GILES ROAD,Southwark,51.475264,-0.084872,2820
VICARAGE GROVE,Southwark,51.47392,-0.087834,2821
GROVE LANE,Southwark,51.473556,-0.090254,2822
CAMBERWELL GROVE,Southwark,51.473351,-0.088787,2823
WILSON ROAD,Southwark,51.473053,-0.086327,2824
MAUDE ROAD,Southwark,51.471976,-0.084931,2825
GRACES ROAD,Southwark,51.471332,-0.084545,2826
SELBORNE ROAD,Southwark,51.471649,-0.092756,2827
PAULET ROAD,Southwark,51.473065,-0.099684,2828
COLLYER PLACE,Southwark,51.473075,-0.071685,2829
CERISE ROAD,Southwark,51.471829,-0.068213,2830
HOLLY GROVE,Southwark,51.470241,-0.070199,2831
BOURNEMOUTH ROAD,Southwark,51.469247,-0.066903,2832
GODMAN ROAD,Southwark,51.46777,-0.064242,2833
DANBY STREET,Southwark,51.466553,-0.073923,2834
PECKHAM RYE,Southwark,51.465769,-0.066099,2835
ASHBOURNE GROVE,Southwark,51.458493,-0.075263,2836
NORTH CROSS ROAD,Southwark,51.457895,-0.074851,2837
Albert Bridge Road,Wandsworth,51.479195,-0.165271,2838
Aliwal Road,Wandsworth,51.460847,-0.169698,2839
All Saints Passage,Wandsworth,51.457737,-0.195382,2840
Alma Road,Wandsworth,51.460732,-0.187497,2841
Atney Road,Wandsworth,51.463548,-0.211984,2842
Balvernie Grove,Wandsworth,51.448091,-0.202444,2843
Bellevue Road,Wandsworth,51.445435,-0.166384,2844
Blackshaw Road,Wandsworth,51.424444,-0.175248,2845
Cambridge Road,Wandsworth,51.4746,-0.16381,2846
Canford Road,Wandsworth,51.458402,-0.158023,2847
Chartfield Avenue,Wandsworth,51.457411,-0.221387,2848
Chelverton Road,Wandsworth,51.462436,-0.217307,2849
Clonmore Street,Wandsworth,51.444965,-0.203817,2850
Daphne Street,Wandsworth,51.450724,-0.187055,2851
Dault Road,Wandsworth,51.454199,-0.185066,2852
Edgel Street,Wandsworth,51.460043,-0.18934,2853
"Embankment, Putney",Wandsworth,51.467497,-0.217102,2854
Falcon Terrace,Wandsworth,51.466137,-0.168961,2855
Forfar Road,Wandsworth,51.475184,-0.153796,2856
Felsham Road,Wandsworth,51.465034,-0.216157,2857
Gilbey Road,Wandsworth,51.427376,-0.16925,2858
Gwendolen Avenue,Wandsworth,51.46224,-0.222466,2859
Hillier Road,Wandsworth,51.454046,-0.160638,2860
Jeypore Road,Wandsworth,51.451342,-0.183593,2861
Kenlor Road,Wandsworth,51.423553,-0.174051,2862
Lavender Sweep,Wandsworth,51.461132,-0.163387,2863
Longmead Road,Wandsworth,51.42795,-0.166025,2864
Lurline Gardens,Wandsworth,51.476593,-0.150359,2865
Lynn Road,Wandsworth,51.449302,-0.146658,2866
Lysias Road,Wandsworth,51.451204,-0.152094,2867
Malva Close,Wandsworth,51.455929,-0.189441,2868
Malwood Road,Wandsworth,51.451129,-0.148615,2869
Mossbury Road,Wandsworth,51.464123,-0.165927,2870
Mysore Road,Wandsworth,51.464401,-0.160859,2871
Nightingale Lane,Wandsworth,51.45299,-0.148683,2872
Oxford Road,Wandsworth,51.461337,-0.212316,2873
Prested Road,Wandsworth,51.463547,-0.169838,2874
Prince of Wales Drive,Wandsworth,51.476673,-0.152378,2875
Prince of Wales Drive 2,Wandsworth,51.474994,-0.160599,2876
Putney Bridge Road,Wandsworth,51.461757,-0.205271,2877
Ramsden Road,Wandsworth,51.450902,-0.155937,2878
Replingham Road,Wandsworth,51.445379,-0.202072,2879
Ridgmount Road,Wandsworth,51.456117,-0.187985,2880
Ruvigny Gardens,Wandsworth,51.467505,-0.218785,2881
Salcott Road,Wandsworth,51.45756,-0.166044,2882
Simpson Street,Wandsworth,51.470883,-0.17129,2883
Smugglers Way,Wandsworth,51.461027,-0.19174,2884
Sugden Road,Wandsworth,51.461574,-0.157187,2885
Taybridge Road,Wandsworth,51.461773,-0.151788,2886
Terrapin Road,Wandsworth,51.437237,-0.146414,2887
Thirsk Road,Wandsworth,51.463234,-0.158145,2888
Valnay Street,Wandsworth,51.426235,-0.165406,2889
Veronica Road,Wandsworth,51.437775,-0.147042,2890
Wadham Road,Wandsworth,51.462627,-0.209112,2891
Warriner Gardens,Wandsworth,51.47433,-0.15942,2892
Webbs Road,Wandsworth,51.45926,-0.164108,2893
Woodbury Street,Wandsworth,51.425158,-0.168425,2894
Wiseton Road,Wandsworth,51.444347,-0.167268,2895
Hartmann Road,Newham,51.502665,0.050838,2896
Oxford Road,Newham,51.543742,0.000897,2897
Honor Lea Avenue,Newham,51.547312,-0.013436,2898
Kings Road,Newham,51.535113,0.035823,2899
Leytonstone Road,Newham,51.547392,0.006071,2900
Liberty Bridge Road,Newham,51.547808,-0.006779,2901
Silvertown Way,Newham,51.514314,0.008902,2902
St Matthews Court,Newham,51.541761,0.010596,2903
Upton Lane,Newham,51.543013,0.026254,2904
Wellington Road,Newham,51.533244,0.05774,2905
Millharbour,Tower Hamlets,51.499952,-0.018567,2906
Albert Gardens,Tower Hamlets,51.512449,-0.046759,2907
Eric Street,Tower Hamlets,51.524728,-0.033664,2908
Driffield Road,Tower Hamlets,51.531972,-0.036129,2909
Dace Road,Tower Hamlets,51.53783,-0.023127,2910
Greenfield,Tower Hamlets,51.515201,-0.065203,2911
Lonsdale Road,Hounslow,51.496668,-0.250182,2912
Duke Road,Hounslow,51.492061,-0.259832,2913
Dukes Avenue,Hounslow,51.491818,-0.26077,2914
Belmont Road,Hounslow,51.492932,-0.263864,2915
Kings Place,Hounslow,51.492775,-0.26912,2916
Burlington Road,Hounslow,51.492332,-0.27285,2917
Lewis Road,Richmond Upon Thames,51.459313,-0.305093,2918
Hill Rise,Richmond Upon Thames,51.457862,-0.30498,2919
"Belmont Road, Uxbridge",Hillingdon,51.547199,-0.480065,2920
"Eastbury Road, Northwood",Hillingdon,51.611938,-0.423644,2921
"Field End Road, Eastcote",Hillingdon,51.576811,-0.397955,2922
"Bentinck Road, West Drayton",Hillingdon,51.510723,-0.473733,2923
Walham Grove,Hammersmith and Fulham,51.481712,-0.198908,2924
Hill Road,Sutton,51.361906,-0.193915,2925
Gibson Road,Sutton,51.362173,-0.196294,2926
St Nicholas Road,Sutton,51.362633,-0.193157,2927
Throwley Road,Sutton,51.3622,-0.191483,2928
Lodge Road,Sutton,51.365255,-0.192582,2929
Elm Grove,Sutton,51.366605,-0.193875,2930
The Broadway,Barnet,51.614601,-0.247218,2931
The Broadway,Barnet,51.614561,-0.247574,2932
Clarendon Road,Harrow,51.581111,-0.337881,2933
Bexley High Street Car Park,Bexley,51.441276,0.149713,2934
Oaklands Road Car Park,Bexley,51.456965,0.139009,2935
Hoxton Square,Hackney,51.527393,-0.081499,2936
Hoxton Square,Hackney,51.527396,-0.080932,2937
Hoxton Square,Hackney,51.52805,-0.081483,2938
Hoxton Square,Hackney,51.52807,-0.08096,2939
Hoxton Street,Hackney,51.533716,-0.080056,2940
Downham Road,Hackney,51.539047,-0.078125,2941
Station Approach,Redbridge,51.607152,0.033771,2942
Stamford Road,Hackney,51.544758,-0.076307,2943
